Y,t
2281.6101,1832
2278.9099,1833
2300.0801,1834
2294.8301,1835
2294.02,1836
2317.5,1837
2315.9099,1838
2315.7,1839
2297.5801,1840
2303.6799,1841
2318.8401,1842
2329.54,1843
2334.6101,1844
2340.6799,1845
2338.1399,1846
2346.3,1847
2313.9399,1848
2336.48,1849
2332.4299,1850
2329.6101,1851
2350.3999,1852
2348.4399,1853
2363.97,1854
2367.6299,1855
2366.1001,1856
2363.29,1857
2340.6399,1858
2353.4199,1859
2357.3899,1860
2377.0901,1861
2377.75,1862
2386.6299,1863
2391.1299,1864
2378.4399,1865
2357.95,1866
2316.6299,1867
2342.98,1868
2345.27,1869
2320.22,1870
2356.02,1871
2367.52,1872
2382.97,1873
2380.0901,1874
2384.26,1875
2351.8701,1876
2366.9199,1877
2336.4099,1878
2328.9099,1879
2321.46,1880
2342.8401,1881
2341.8999,1882
2338.25,1883
2363.28,1884
2372.22,1885
2373.0701,1886
2381.5901,1887
2383.8,1888
2349.98,1889
2363.72,1890
2408.79,1891
2416.28,1892
2411.6499,1893
2411.4099,1894
2406.6899,1895
2417.5,1896
2387.96,1897
2399.6399,1898
2352.1201,1899
2363.1201,1900
2307.98,1901
2271.4099,1902
2294.75,1903
2265.75,1904
2282.3,1905
2292.79,1906
2231.98,1907
2285.9299,1908
2300.1001,1909
2333.24,1910
2264.5,1911
2265.3601,1912
2264.5801,1913
2223.71,1914
2193.3999,1915
2200.6101,1916
2254.6799,1917
2254.0701,1918
2256.53,1919
2283.0901,1920
2280.6799,1921
2307.22,1922
2287.6201,1923
2234.03,1924
2283.5801,1925
2274.1599,1926
2299.71,1927
2323.8301,1928
2298.1599,1929
2308.3501,1930
2269.3201,1931
2266.51,1932
2297.4099,1933
2298.1399,1934
2317.6299,1935
2318.1101,1936
2306.25,1937
2373.6299,1938
2388.1499,1939
2372.6101,1940
2383.5601,1941
2371.03,1942
2370.27,1943
2383.53,1944
2392.9199,1945
2385.72,1946
2417.4399,1947
2416.8301,1948
2406.3101,1949
2411.4099,1950
2435.1599,1951
2427.3301,1952
2447.03,1953
2443.02,1954
2430.55,1955
2442.1201,1956
2421.6699,1957
2405.76,1958
2410.22,1959
2408.46,1960
2346.78,1961
2355.74,1962
2376.48,1963
2370.71,1964
2368.4299,1965
2401.0701,1966
2410.3301,1967
2394.8101,1968
2423.6699,1969
2360.21,1970
2362.21,1971
2350.6899,1972
2379.05,1973
2310.4099,1974
2309.1799,1975
2276.26,1976
2253.53,1977
2319.8601,1978
2304.0601,1979
2273.73,1980
2285.6699,1981
2245.8101,1982
2256.02,1983
2220.21,1984
2257.95,1985
2205.49,1986
2238.52,1987
2303.1699,1988
2304.4299,1989
2322.3401,1990
2308.74,1991
2293.6499,1992
2329.71,1993
2364.97,1994
2360.79,1995
2378.6001,1996
2318.52,1997
2332.8501,1998
2335.79,1999
2303.79,2000
2269.24,2001
2283.5,2002
2280.47,2003
2292.23,2004
2330.8101,2005
2349.6599,2006
2351.6001,2007
2318.72,2008
2322.1101,2009
2306.23,2010
2273.4099,2011
2273.4099,2012
2217.5901,2013
2224.76,2014
2184.6699,2015
2214.6001,2016
2232.25,2017
2202.03,2018
2225.98,2019
2170.51,2020
2158.5801,2021
2095.8601,2022
2083.24,2023
2060.1499,2024
2104.3701,2025
2125.6101,2026
2091.8799,2027
2128.6399,2028
2141.8501,2029
2131.79,2030
2167.8999,2031
2194.4299,2032
2171.51,2033
2102.23,2034
2087.05,2035
2104.02,2036
2095.21,2037
2107.6499,2038
2123.0601,2039
2152.76,2040
2123.9399,2041
2125.8501,2042
2124.1201,2043
2141.95,2044
2115.1299,2045
2132.02,2046
2161.51,2047
2176.48,2048
2175,2049
2155.8101,2050
2097.48,2051
2098.6399,2052
2091.4199,2053
2103.4199,2054
2057.4399,2055
2040.17,2056
2008.71,2057
2083.3601,2058
2065.21,2059
2075.8799,2060
2032.79,2061
2014.88,2062
2100.3799,2063
2049.3999,2064
2098.46,2065
2130.6201,2066
2135.54,2067
2116.9299,2068
2093.1101,2069
2076.5601,2070
2088.4199,2071
2163.3799,2072
2159.6299,2073
2162.46,2074
2164.21,2075
2167.6101,2076
2157.28,2077
2139.99,2078
2149.6699,2079
2106.01,2080
2098.9199,2081
2108.5901,2082
2156.6699,2083
2158.0801,2084
2197.24,2085
2193.8701,2086
2174.5901,2087
2180.9099,2088
2194.96,2089
2209.25,2090
2207.02,2091
2198.5,2092
2190.1299,2093
2228.0901,2094
2235.3,2095
2225.3701,2096
2242.47,2097
2202.77,2098
2210.95,2099
2196.54,2100
2220.8101,2101
2220.46,2102
2229.74,2103
2253.76,2104
2256.6399,2105
2258.74,2106
2237.79,2107
2202.02,2108
2208.2,2109
2179.05,2110
2193.98,2111
2203.1001,2112
2215.1201,2113
2218.5,2114
2195.27,2115
2182.6499,2116
2183.01,2117
2225.74,2118
2157.24,2119
2159.03,2120
2153.77,2121
2117.8401,2122
2124.9399,2123
2156.96,2124
2157.1399,2125
2142.55,2126
2121.78,2127
2130.3,2128
2090.8201,2129
2090.9399,2130
2085.0801,2131
2097.3701,2132
2036.4,2133
2028.89,2134
2031.47,2135
2039.66,2136
2002.64,2137
2004.87,2138
1988.09,2139
2022.83,2140
1976.97,2141
1990.78,2142
1968.86,2143
1951.08,2144
1929.85,2145
1978.47,2146
2002.3,2147
2002.88,2148
2001.86,2149
2028.91,2150
2037.15,2151
1990.09,2152
1998.41,2153
1961.23,2154
2007.21,2155
2040.8101,2156
2014.39,2157
2003.16,2158
1985.23,2159
2042.4399,2160
2050.23,2161
2013.66,2162
2061.77,2163
2076.5901,2164
2051.6599,2165
2046.35,2166
2057.72,2167
2066.3601,2168
2035.3,2169
2016.52,2170
2029.15,2171
2034.35,2172
2057.6399,2173
2017.27,2174
2024.72,2175
2041.24,2176
2071.8601,2177
2043.53,2178
2035.24,2179
2032.13,2180
1971.37,2181
1980.1801,2182
2021.13,2183
1952.14,2184
1964.25,2185
1992,2186
1996.26,2187
1902.17,2188
1935.49,2189
1844.3101,2190
1924.85,2191
2002.3199,2192
1925.86,2193
1895.78,2194
1892.05,2195
1929.24,2196
1935.79,2197
1765.72,2198
1861.4399,2199
1853.26,2200
1778.9,2201
1754.91,2202
1687.34,2203
1590.51,2204
1573.34,2205
1453.52,2206
1436.5601,2207
1602.9301,2208
1594.41,2209
1450.5,2210
1512.21,2211
1502.84,2212
1574.5,2213
1526.02,2214
1433.22,2215
1451.37,2216
1401.29,2217
1356.78,2218
1503.16,2219
1486.73,2220
1525.37,2221
1548.8101,2222
1544.91,2223
1608,2224
1524.21,2225
1448.01,2226
1490.3101,2227
1471.64,2228
1439.22,2229
1365.15,2230
1459.8199,2231
1399.2,2232
1363.14,2233
1376.8199,2234
1292.76,2235
1206.04,2236
1282.59,2237
1365.63,2238
1374.79,2239
1423.9,2240
1437.6801,2241
1309.39,2242
1361.79,2243
1397.72,2244
1356.8101,2245
1406.36,2246
1460.6,2247
1426.88,2248
1444,2249
1403.2,2250
1413.0699,2251
1395.21,2252
1466.87,2253
1452.88,2254
1422.1899,2255
1426.39,2256
1400.42,2257
1387.08,2258
1395.76,2259
1403.22,2260
1398.25,2261
1432.65,2262
1452.98,2263
1499.17,2264
1492.21,2265
1503.87,2266
1459.58,2267
1464.6,2268
1433.41,2269
1401.0699,2270
1403.63,2271
1356.79,2272
1358.64,2273
1368.92,2274
1296.63,2275
1353.33,2276
1332.84,2277
1340.02,2278
1347.47,2279
1362.1801,2280
1408.0699,2281
1361.54,2282
1330.51,2283
1329.8101,2284
1350.89,2285
1341.77,2286
1363.8199,2287
1401.0601,2288
1403.1899,2289
1334.3,2290
1345.5,2291
1348.15,2292
1334.83,2293
1274.26,2294
1273.29,2295
1258.8199,2296
1244.72,2297
1201.5601,2298
1249.76,2299
1236.74,2300
1217.49,2301
1188.84,2302
1133.4301,2303
1126.1801,2304
1153.35,2305
1104.38,2306
1106,2307
1095.04,2308
1164.83,2309
1168.0699,2310
1215.87,2311
1225.3199,2312
1221.03,2313
1260.29,2314
1286.62,2315
1269.9301,2316
1244.86,2317
1333.21,2318
1306.03,2319
1318.61,2320
1349.37,2321
1322.1899,2322
1276.22,2323
1292.98,2324
1314.63,2325
1352.47,2326
1365.66,2327
1354.36,2328
1322.91,2329
1338.53,2330
1389.49,2331
1393.13,2332
1365.2,2333
1382.36,2334
1403.89,2335
1410.85,2336
1350.52,2337
1379.22,2338
1368.92,2339
1382.52,2340
1405.74,2341
1391.58,2342
1387.8199,2343
1417.99,2344
1416.73,2345
1424.41,2346
1472.64,2347
1467.25,2348
1493.3101,2349
1473.66,2350
1509.14,2351
1477.2,2352
1475.83,2353
1436.74,2354
1451.17,2355
1435.48,2356
1479.24,2357
1476.9399,2358
1469.47,2359
1445.28,2360
1443.14,2361
1481.1,2362
1453.28,2363
1475.9399,2364
1495.97,2365
1534.65,2366
1537.6899,2367
1516.88,2368
1534.59,2369
1530.8101,2370
1529.59,2371
1535.03,2372
1529.76,2373
1539.5,2374
1541.7,2375
1505.0601,2376
1485.92,2377
1483.9,2378
1496.59,2379
1501.25,2380
1455.54,2381
1458.92,2382
1468.48,2383
1499.98,2384
1498.08,2385
1511.7,2386
1498.9399,2387
1505.64,2388
1461.8,2389
1465.58,2390
1436.74,2391
1435.2,2392
1440.3,2393
1434.5,2394
1470.4301,2395
1478.24,2396
1522.09,2397
1535.3,2398
1534.71,2399
1552.26,2400
1557.91,2401
1557.37,2402
1593.65,2403
1598.5,2404
1603.26,2405
1599.09,2406
1592,2407
1611.14,2408
1612.3101,2409
1637.0601,2410
1642.03,2411
1637.8101,2412
1628.8199,2413
1650.73,2414
1645.26,2415
1624.91,2416
1644.23,2417
1655.66,2418
1641.54,2419
1602.0601,2420
1618.6,2421
1629.92,2422
1647.85,2423
1678.84,2424
1677.9399,2425
1681.92,2426
1682.29,2427
1687.16,2428
1684.05,2429
1670.52,2430
1633.63,2431
1628.66,2432
1642.6801,2433
1664.34,2434
1679.3199,2435
1692.48,2436
1710.14,2437
1708.1801,2438
1719.04,2439
1724.45,2440
1750.91,2441
1745.8,2442
1750.4301,2443
1744.47,2444
1755.99,2445
1738.3199,2446
1722.02,2447
1711.53,2448
1742.3199,2449
1738.48,2450
1732.86,2451
1688.24,2452
1680.7,2453
1705.73,2454
1729.14,2455
1734.74,2456
1747.7,2457
1757.6,2458
1765.3101,2459
1760.51,2460
1791.47,2461
1798.91,2462
1784.35,2463
1801.12,2464
1789.9301,2465
1774.33,2466
1793.34,2467
1771.5,2468
1750.75,2469
1744.95,2470
1711.09,2471
1749.76,2472
1700.67,2473
1711.65,2474
1715.8101,2475
1718.21,2476
1751.45,2477
1756.0699,2478
1795.5601,2479
1795.9,2480
1804.9301,2481
1786.66,2482
1796.9301,2483
1823.29,2484
1825.1801,2485
1824.61,2486
1800.12,2487
1794.65,2488
1819.17,2489
1818.3101,2490
1826.74,2491
1795.7,2492
1802.6801,2493
1824.54,2494
1825.4,2495
1810.13,2496
1820.11,2497
1815.7,2498
1797.3101,2499
1804.1,2500
1814.8101,2501
1821.5,2502
1834.55,2503
1824.37,2504
1826.45,2505
1804.96,2506
1815.35,2507
1834.59,2508
1841.17,2509
1845.8,2510
1855.5,2511
1857.89,2512
1855.61,2513
1856.14,2514
1837.5,2515
1867.0601,2516
1872.9,2517
1874.73,2518
1882.34,2519
1887.77,2520
1891.0601,2521
1873.3199,2522
1889.1,2523
1893.72,2524
1873.3,2525
1896.72,2526
1876.9,2527
1841.39,2528
1800.61,2529
1808.9301,2530
1801.34,2531
1810.21,2532
1788.97,2533
1771.4,2534
1796.67,2535
1819.99,2536
1810.64,2537
1754.3,2538
1759.38,2539
1744.37,2540
1767.1801,2541
1763.6899,2542
1781.01,2543
1776.5,2544
1808.72,2545
1816.7,2546
1828.8101,2547
1833.09,2548
1831.21,2549
1809.05,2550
1826.99,2551
1823.64,2552
1826.27,2553
1844.87,2554
1849.17,2555
1850.24,2556
1857.2,2557
1883.28,2558
1883.29,2559
1886.6,2560
1895.38,2561
1903.6801,2562
1903.29,2563
1904.1899,2564
1919.02,2565
1930.22,2566
1929.63,2567
1919.8,2568
1929.64,2569
1943.7,2570
1933.04,2571
1929.75,2572
1931.1801,2573
1942.51,2574
1942.8101,2575
1936.48,2576
1950.91,2577
1966.4399,2578
1969.76,2579
1959.04,2580
1965.72,2581
1978.86,2582
1982.4,2583
1983.91,2584
2006.0601,2585
2007.74,2586
1975.36,2587
1984.3199,2588
2000.33,2589
1998.3101,2590
2002.9301,2591
2017.1899,2592
2008.55,2593
1961.6,2594
1974.63,2595
2000.34,2596
1967.05,2597
1992.87,2598
1945.37,2599
1933.25,2600
1870.95,2601
1842.3199,2602
1923.39,2603
1917.25,2604
1944.25,2605
1920.76,2606
1884.67,2607
1887.11,2608
1860.65,2609
1851.28,2610
1779.3,2611
1806.05,2612
1782.77,2613
1783.4,2614
1773.65,2615
1832.61,2616
1809.98,2617
1778.99,2618
1825.25,2619
1832.72,2620
1769.72,2621
1745.87,2622
1765.29,2623
1754.91,2624
1806.6899,2625
1815.26,2626
1812.02,2627
1854.61,2628
1853.62,2629
1856.25,2630
1858.7,2631
1851.55,2632
1822.05,2633
1816.65,2634
1786.13,2635
1791.24,2636
1787.9399,2637
1732.55,2638
1715.23,2639
1709.77,2640
1701.86,2641
1710.97,2642
1765.42,2643
1782.1,2644
1794.9399,2645
1796.3,2646
1824.0699,2647
1823.8199,2648
1826,2649
1773.4301,2650
1784.0601,2651
1804.48,2652
1781.6,2653
1821.76,2654
1836.75,2655
1857.33,2656
1855.39,2657
1842.66,2658
1835.29,2659
1835.4,2660
1875.85,2661
1866.87,2662
1878.8101,2663
1876.51,2664
1869.77,2665
1880.0601,2666
1868.88,2667
1817.13,2668
1807.61,2669
1800.39,2670
1800.7,2671
1823.1801,2672
1826.14,2673
1795.24,2674
1788.67,2675
1781.47,2676
1755.65,2677
1761.62,2678
1748.14,2679
1777.6,2680
1751.79,2681
1752.55,2682
1804.46,2683
1820.98,2684
1845.1,2685
1824.05,2686
1836.21,2687
1845.09,2688
1854.1,2689
1875.41,2690
1874.0699,2691
1880.74,2692
1880.37,2693
1881.9301,2694
1910.6,2695
1905.74,2696
1896.77,2697
1880.97,2698
1920.84,2699
1909.98,2700
1919.59,2701
1914.84,2702
1908.95,2703
1917.42,2704
1902.15,2705
1941.8199,2706
1941.5,2707
1938.3101,2708
1950.1801,2709
1950.47,2710
1957.92,2711
1972.08,2712
1964.9,2713
1968.87,2714
1983.17,2715
1951.67,2716
1972.51,2717
1976.12,2718
1980.83,2719
1985.11,2720
1985.13,2721
1980.05,2722
1982.45,2723
1981.59,2724
1983.47,2725
1998.86,2726
2006.58,2727
2045.62,2728
2053.77,2729
2049.6899,2730
2033.85,2731
2043.16,2732
2034.48,2733
2010.5699,2734
2008.25,2735
1976.26,2736
1977,2737
2007.38,2738
2012.59,2739
2009.52,2740
1980.89,2741
2010.5601,2742
1996.03,2743
1993.83,2744
1981.84,2745
2024.97,2746
2050.96,2747
2056.3999,2748
2053.8,2749
2054.8899,2750
2063.03,2751
2071.1201,2752
2083.5701,2753
2084,2754
2085.9299,2755
2075.29,2756
2088.1899,2757
2089.95,2758
2095.3201,2759
2108.26,2760
2115.6899,2761
2112.3701,2762
2113.6699,2763
2115.3201,2764
2117.8301,2765
2114.7,2766
2114.29,2767
2138.3,2768
2135.53,2769
2146.5,2770
2142.76,2771
2138.8101,2772
2135.8601,2773
2143.8201,2774
2163.3601,2775
2159.6599,2776
2175.6799,2777
2178.72,2778
2156.97,2779
2154.1799,2780
2159.4299,2781
2172.03,2782
2172.6699,2783
2181.9199,2784
2186.9299,2785
2147.95,2786
2164.3999,2787
2200.54,2788
2194.9399,2789
2200.4199,2790
2206.8,2791
2220.6001,2792
2230.5901,2793
2224.6399,2794
2226.51,2795
2239.0801,2796
2244.8899,2797
2237.8999,2798
2252.3,2799
2259.4199,2800
2263.79,2801
2217.3501,2802
2203.8899,2803
2202.23,2804
2226.05,2805
2238.55,2806
2203.3201,2807
2207.24,2808
2245.3301,2809
2228.78,2810
2210.26,2811
2230.3999,2812
2227.7,2813
2185.6499,2814
2201.8101,2815
2188.5601,2816
2164.0601,2817
2121.9399,2818
2150.4299,2819
2159.6899,2820
2192.0901,2821
2184.5701,2822
2190.96,2823
2211.4199,2824
2218.4199,2825
2212.3201,2826
2228.4099,2827
2243.55,2828
2239.4399,2829
2250.5801,2830
2251.6399,2831
2251.26,2832
2257.1101,2833
2253.76,2834
2244.74,2835
2238.51,2836
2221.1201,2837
2221.77,2838
2221.99,2839
2230.7,2840
2206.1499,2841
2218.8601,2842
2248.8999,2843
2260.8401,2844
2257.24,2845
2277.51,2846
2292.1299,2847
2300.46,2848
2305.76,2849
2301.72,2850
2293.95,2851
2278.6299,2852
2258.0801,2853
2266.97,2854
2277.3,2855
2295.72,2856
2271.47,2857
2282.8401,2858
2264.52,2859
2250.6101,2860
2250.3501,2861
2270.5701,2862
2275.71,2863
2258.21,2864
2231.3101,2865
2229.49,2866
2236.75,2867
2246.1299,2868
2255.74,2869
2279.6599,2870
2227.96,2871
2225.3601,2872
2203.8101,2873
2180.1399,2874
2178.1499,2875
2169.5,2876
2185.52,2877
2155,2878
2157.1499,2879
2184.48,2880
2146.45,2881
2150.5801,2882
2157.1399,2883
2168.8,2884
2198.1499,2885
2184.03,2886
2177.8501,2887
2152.3101,2888
2172.0801,2889
2200.6799,2890
2219.2,2891
2241.6599,2892
2274.26,2893
2271.29,2894
2274.4199,2895
2298.3101,2896
2282.3201,2897
2241.0701,2898
2231.1499,2899
2238.29,2900
2223.29,2901
2235.6499,2902
2217.55,2903
2253.71,2904
2252.52,2905
2283.23,2906
2285.3401,2907
2272.47,2908
2263.1499,2909
2217.29,2910
2210.3301,2911
2196.0801,2912
2187,2913
2131.1001,2914
2142.5601,2915
2040.2,2916
2039.04,2917
1903.47,2918
1993.76,2919
1906.53,2920
1995.14,2921
2005.67,2922
2049.51,2923
2029.92,2924
2032.41,2925
1941.92,2926
1912.77,2927
1913.27,2928
1978.89,2929
2005.13,2930
1973.96,2931
2004.11,2932
2061.05,2933
2066.3701,2934
2076.78,2935
2052.3,2936
2000.5,2937
1985.67,2938
2043.05,2939
2021.42,2940
1967.47,2941
1981.3,2942
2000.08,2943
2027.04,2944
2062.25,2945
2074.0601,2946
2053.74,2947
2050.3899,2948
1990.2,2949
1926.76,2950
1938.73,2951
1983.97,2952
2005.1899,2953
1964.2,2954
1980.23,2955
1930.79,2956
1875.95,2957
1918.39,2958
1953.67,2959
1989.61,2960
1973.42,2961
2040.76,2962
2041.9,2963
2062.22,2964
2056.26,2965
2091.99,2966
2051.54,2967
2093.4299,2968
2067.28,2969
2076.75,2970
2115.8601,2971
2143.1299,2972
2100.1699,2973
2122.3201,2974
2195.22,2975
2196.1299,2976
2141.8101,2977
2081.97,2978
2115.7,2979
2155.8701,2980
2142.3401,2981
2156,2982
2182.6101,2983
2102.72,2984
2121.1399,2985
2162.48,2986
2142.0901,2987
2152.8,2988
2117.6399,2989
2082.1001,2990
2081.4199,2991
2042.71,2992
2034.41,2993
1989.54,2994
1984.5,2995
2042.8,2996
2048.0601,2997
2137.0801,2998
2133.0701,2999
2132.6399,3000
2154.6799,3001
2157.1001,3002
2162.0701,3003
2116.4099,3004
2152.1499,3005
2120.1499,3006
2102.1499,3007
2078.51,3008
2085.4399,3009
2092.1799,3010
2067.6699,3011
2129.6699,3012
2133.8601,3013
2152.04,3014
2171.5,3015
2171.71,3016
2145.0901,3017
2168.1201,3018
2158.9399,3019
2192.3999,3020
2193.28,3021
2199.73,3022
2194.98,3023
2200,3024
2219.5801,3025
2220.48,3026
2225.74,3027
2214.73,3028
2222.5901,3029
2247.6399,3030
2258.8,3031
2260.3701,3032
2261.47,3033
2259.22,3034
2278.8301,3035
2265.8401,3036
2262.3501,3037
2256.72,3038
2255.6899,3039
2276.24,3040
2278.9199,3041
2312.49,3042
2311.55,3043
2316.27,3044
2322.1101,3045
2325.5601,3046
2309.6001,3047
2325.8101,3048
2324,3049
2312.28,3050
2338.1201,3051
2343.6699,3052
2345.4099,3053
2337.6699,3054
2348.1101,3055
2352.3401,3056
2355.74,3057
2364.03,3058
2353.23,3059
2367.8701,3060
2360.28,3061
2351.28,3062
2315.21,3063
2331.8899,3064
2355.01,3065
2363.5601,3066
2364.1001,3067
2407.79,3068
2404.98,3069
2419.3701,3070
2422.0901,3071
2431.73,3072
2424.46,3073
2420.02,3074
2402.71,3075
2410.1599,3076
2443.6399,3077
2437.01,3078
2425.55,3079
2421.7,3080
2430.6699,3081
2449.0801,3082
2439.8899,3083
2415.05,3084
2414.3999,3085
2387.03,3086
2346.27,3087
2364.0901,3088
2396.6899,3089
2366.8401,3090
2365.6499,3091
2402.29,3092
2392.5701,3093
2378.48,3094
2381.3201,3095
2361.3501,3096
2370.04,3097
2402.71,3098
2418.8899,3099
2424.78,3100
2415.4199,3101
2429.1001,3102
2423.29,3103
2405.1699,3104
2366.3899,3105
2367.26,3106
2357.45,3107
2342.3101,3108
2348.9299,3109
2341.23,3110
2315.45,3111
2302.5601,3112
2293.21,3113
2258.9299,3114
2242.25,3115
2278.24,3116
2279.3999,3117
2283.3601,3118
2286.8701,3119
2281.9199,3120
2307.5701,3121
2275.1899,3122
2270.25,3123
2214.4099,3124
2214.7,3125
2227.45,3126
2279.4199,3127
2279.28,3128
2297.8201,3129
2268.9399,3130
2295.3999,3131
2280.1299,3132
2304.8301,3133
2328.6599,3134
2332.0701,3135
2355.01,3136
2351.1399,3137
2299.1599,3138
2315.6499,3139
2278.98,3140
2289.8601,3141
2310.98,3142
2306.22,3143
2363.79,3144
2369.75,3145
2385.0601,3146
2373.9099,3147
2352.3401,3148
2348.52,3149
2329.46,3150
2329.71,3151
2318.0901,3152
2356.3999,3153
2350.9399,3154
2368.3601,3155
2384.54,3156
2391.27,3157
2367.26,3158
2346.22,3159
2325.02,3160
2324.3301,3161
2362.8501,3162
2408.0701,3163
2406.99,3164
2396.6201,3165
2389.73,3166
2372.3101,3167
2417.77,3168
2423.46,3169
2435.8799,3170
2438.1599,3171
2440.23,3172
2445.6399,3173
2443.05,3174
2443.1599,3175
2446.8201,3176
2464.3799,3177
2469,3178
2468.99,3179
2460.4099,3180
2461.1201,3181
2441.29,3182
2457.3999,3183
2456.22,3184
2454.3899,3185
2457.05,3186
2438.2,3187
2450.6001,3188
2447.8,3189
2445.8101,3190
2496.1201,3191
2506.3701,3192
2491.1101,3193
2498.95,3194
2504.8401,3195
2546.03,3196
2556.1299,3197
2548.26,3198
2545.05,3199
2548.1101,3200
2547.1101,3201
2546.9199,3202
2541.23,3203
2514.8301,3204
2500.9199,3205
2525.23,3206
2513.9299,3207
2520.71,3208
2523.0801,3209
2532.79,3210
2550.98,3211
2551.03,3212
2542.21,3213
2517.1399,3214
2501.75,3215
2502.6599,3216
2495.28,3217
2515.4399,3218
2541.28,3219
2552.05,3220
2545.95,3221
2503.8,3222
2504.96,3223
2468.78,3224
2461.1799,3225
2468.6001,3226
2466.8,3227
2467.51,3228
2494.6699,3229
2471.3,3230
2476.9399,3231
2496.46,3232
2439.48,3233
2409.72,3234
2413.9199,3235
2414.24,3236
2405.3799,3237
2372.9399,3238
2369.3201,3239
2381.02,3240
2428.47,3241
2430.29,3242
2435.97,3243
2468.0601,3244
2463.1201,3245
2450.48,3246
2470.47,3247
2481.4199,3248
2481.8201,3249
2470.0701,3250
2465.8999,3251
2470.5901,3252
2479.3999,3253
2486.8401,3254
2487.78,3255
2504.0801,3256
2505.76,3257
2490.5601,3258
2480.3601,3259
2509.8401,3260
2538.72,3261
2519.54,3262
2533.9099,3263
2510.3201,3264
2504.51,3265
2492.54,3266
2489.97,3267
2462.71,3268
2504.4399,3269
2568.55,3270
2563.1899,3271
2575.6599,3272
2567.6299,3273
2560.1699,3274
2567.02,3275
2586.52,3276
2586.6899,3277
2584.27,3278
2587.2,3279
2588.02,3280
2602.6399,3281
2611.54,3282
2623.22,3283
2627.23,3284
2627.3301,3285
2641.6399,3286
2636.8301,3287
2650.4299,3288
2640.77,3289
2634.1599,3290
2660.7,3291
2630.05,3292
2657.76,3293
2659.55,3294
2655.8401,3295
2670.8501,3296
2669.3701,3297
2673.77,3298
2676.6001,3299
2678.77,3300
2676.21,3301
2696.26,3302
2662.9399,3303
2646.75,3304
2670.3601,3305
2621.46,3306
2637.8899,3307
2672.1101,3308
2669.9199,3309
2676.1799,3310
2688.54,3311
2714.3501,3312
2718.0701,3313
2723.27,3314
2735.6699,3315
2744.8101,3316
2738.3501,3317
2742.8701,3318
2758.3,3319
2753.8201,3320
2738.6799,3321
2732.0901,3322
2750.4199,3323
2727.6899,3324
2747.25,3325
2738.0801,3326
2760.3201,3327
2758.8501,3328
2770.05,3329
2757.8301,3330
2772.1101,3331
2743.3799,3332
2754.6699,3333
2742.8601,3334
2761.05,3335
2770.8401,3336
2804.8101,3337
2815.02,3338
2807.1001,3339
2742.6299,3340
2781.8601,3341
2742.01,3342
2723.72,3343
2747.9399,3344
2760.8,3345
2789.5601,3346
2789.9299,3347
2801.28,3348
2796.24,3349
2816.3899,3350
2823.4199,3351
2797.28,3352
2823.8201,3353
2853.8799,3354
2859.3401,3355
2874.46,3356
2887.6101,3357
2878.3,3358
2890.77,3359
2891.1699,3360
2921.1201,3361
2936.98,3362
2922.3999,3363
2952.5601,3364
2950.53,3365
2955.6899,3366
2931.5801,3367
2923.4299,3368
2921.8799,3369
2940.45,3370
2920.1799,3371
2931.3899,3372
2889.46,3373
2906.9099,3374
2891.02,3375
2851.8899,3376
2876.5,3377
2913.46,3378
2912.6299,3379
2883.0701,3380
2859.6201,3381
2902.3201,3382
2885.24,3383
2907.1201,3384
2929.8101,3385
2889.25,3386
2817.4399,3387
2824.97,3388
2790.6599,3389
2817.4399,3390
2845.04,3391
2862.9199,3392
2850.6599,3393
2866.4099,3394
2865.48,3395
2867.8501,3396
2897.1201,3397
2913.2,3398
2934.3101,3399
2934.97,3400
2975.0601,3401
2984.24,3402
2988.3501,3403
2977.26,3404
2985.8501,3405
3001.21,3406
3006.1299,3407
3012.3,3408
3006.72,3409
2995.3,3410
3003.01,3411
3005.51,3412
2994.45,3413
2995.6799,3414
2995.72,3415
3033.5901,3416
3038.6299,3417
3034.4299,3418
3017.1599,3419
3006.6299,3420
3019,3421
3008.79,3422
3005.4199,3423
3014.4299,3424
2999.4199,3425
2957.0801,3426
2947.46,3427
2930.27,3428
2941.5801,3429
2924.73,3430
2949.96,3431
2962.0601,3432
2950.1299,3433
2903.29,3434
2911.8301,3435
2917.96,3436
2908.96,3437
2921.23,3438
2945.6201,3439
2949.27,3440
2949.8,3441
2979.45,3442
3001.3601,3443
3010.9399,3444
3001.6201,3445
3009.79,3446
3026.9399,3447
3039.75,3448
3076.8101,3449
3071.6101,3450
3049.47,3451
3035.0901,3452
3027.52,3453
3019.3101,3454
3030.4099,3455
3018.24,3456
3000.1799,3457
3024.3799,3458
3022.95,3459
2995.8101,3460
3017.05,3461
2991.3899,3462
2955.4099,3463
2957.3999,3464
3022.4299,3465
3041.4299,3466
3053.8401,3467
3032.27,3468
3074.54,3469
3095.4199,3470
3115.77,3471
3116.0901,3472
3133.98,3473
3119.2,3474
3129.4099,3475
3143.1599,3476
3147.3601,3477
3165.1101,3478
3149.9299,3479
3138.0901,3480
3147.21,3481
3158.47,3482
3149.96,3483
3165.1299,3484
3124.1201,3485
3166.1101,3486
3168.4099,3487
3161.1001,3488
3187.6399,3489
3203.6499,3490
3217.2,3491
3205.46,3492
3199.52,3493
3188.04,3494
3214.1599,3495
3230.54,3496
3226.53,3497
3227.3601,3498
3236.1399,3499
3233.72,3500
3225.0601,3501
